,facility,facility,season,season,add_0c_group,add_0c_group
,H-statistic,p-value,H-statistic,p-value,H-statistic,p-value
PC1,14.146954904109407,0.0008472815991358849,218.48691968657886,4.2637845874911163e-47,8.577835914679781,0.03546368204116387
PC2,63.87998400773927,1.3447381338113225e-14,83.79797545043812,4.7005703998596085e-18,111.8458881917984,4.395985284254947e-24
PC3,280.16428409540526,1.4557898781957219e-61,6.056138559359624,0.10891067762312451,13.292691327735838,0.004044558618998583
